Step,fresh-terrain-10 - FID Score,fresh-terrain-10 - FID Score__MIN,fresh-terrain-10 - FID Score__MAX,neat-durian-9 - FID Score,neat-durian-9 - FID Score__MIN,neat-durian-9 - FID Score__MAX,iconic-sun-8 - FID Score,iconic-sun-8 - FID Score__MIN,iconic-sun-8 - FID Score__MAX,fine-totem-7 - FID Score,fine-totem-7 - FID Score__MIN,fine-totem-7 - FID Score__MAX,bright-dawn-6 - FID Score,bright-dawn-6 - FID Score__MIN,bright-dawn-6 - FID Score__MAX,lively-sea-5 - FID Score,lively-sea-5 - FID Score__MIN,lively-sea-5 - FID Score__MAX,denim-music-4 - FID Score,denim-music-4 - FID Score__MIN,denim-music-4 - FID Score__MAX,icy-moon-3 - FID Score,icy-moon-3 - FID Score__MIN,icy-moon-3 - FID Score__MAX,prime-fog-2 - FID Score,prime-fog-2 - FID Score__MIN,prime-fog-2 - FID Score__MAX,restful-sun-1 - FID Score,restful-sun-1 - FID Score__MIN,restful-sun-1 - FID Score__MAX
10,67.3060863934283,67.3060863934283,67.3060863934283,102.75146690148321,102.75146690148321,102.75146690148321,196.17608299468986,196.17608299468986,196.17608299468986,143.6172222757964,143.6172222757964,143.6172222757964,68.53039584381439,68.53039584381439,68.53039584381439,93.35759885438748,93.35759885438748,93.35759885438748,70.43260352549662,70.43260352549662,70.43260352549662,113.97905314458164,113.97905314458164,113.97905314458164,141.7293957136494,141.7293957136494,141.7293957136494,59.13468142011616,59.13468142011616,59.13468142011616
11,73.6816785650366,73.6816785650366,73.6816785650366,87.50152327868804,87.50152327868804,87.50152327868804,179.43739952003077,179.43739952003077,179.43739952003077,128.1972806831479,128.1972806831479,128.1972806831479,69.63222174595967,69.63222174595967,69.63222174595967,109.82976999416886,109.82976999416886,109.82976999416886,69.06337131229127,69.06337131229127,69.06337131229127,110.8093676238323,110.8093676238323,110.8093676238323,130.6895355570302,130.6895355570302,130.6895355570302,62.66298284680208,62.66298284680208,62.66298284680208
12,99.50223044815904,99.50223044815904,99.50223044815904,102.56292230663546,102.56292230663546,102.56292230663546,193.04705429717836,193.04705429717836,193.04705429717836,110.53821309242853,110.53821309242853,110.53821309242853,69.67347957468374,69.67347957468374,69.67347957468374,111.70838631487545,111.70838631487545,111.70838631487545,71.85116841303251,71.85116841303251,71.85116841303251,97.93090425244151,97.93090425244151,97.93090425244151,144.6578956597137,144.6578956597137,144.6578956597137,56.292228617649926,56.292228617649926,56.292228617649926
13,93.76587444782272,93.76587444782272,93.76587444782272,103.91702984232259,103.91702984232259,103.91702984232259,185.8462542256065,185.8462542256065,185.8462542256065,117.37834026011178,117.37834026011178,117.37834026011178,64.64869950724047,64.64869950724047,64.64869950724047,111.52495406293892,111.52495406293892,111.52495406293892,72.27693392360968,72.27693392360968,72.27693392360968,98.66286809632135,98.66286809632135,98.66286809632135,139.25604426649096,139.25604426649096,139.25604426649096,64.21413201529128,64.21413201529128,64.21413201529128
14,128.32502652741675,128.32502652741675,128.32502652741675,110.03180293064534,110.03180293064534,110.03180293064534,182.51717354723093,182.51717354723093,182.51717354723093,134.3824653277569,134.3824653277569,134.3824653277569,69.14128513903529,69.14128513903529,69.14128513903529,100.14867451055991,100.14867451055991,100.14867451055991,70.43352121777829,70.43352121777829,70.43352121777829,102.66603739607444,102.66603739607444,102.66603739607444,109.01000549212546,109.01000549212546,109.01000549212546,56.96367991413009,56.96367991413009,56.96367991413009
15,138.09418376374387,138.09418376374387,138.09418376374387,126.22654617538656,126.22654617538656,126.22654617538656,189.470224347308,189.470224347308,189.470224347308,112.32153922290621,112.32153922290621,112.32153922290621,73.40414398765876,73.40414398765876,73.40414398765876,129.02849072526493,129.02849072526493,129.02849072526493,71.21195359794308,71.21195359794308,71.21195359794308,111.85019408558259,111.85019408558259,111.85019408558259,103.41587895736878,103.41587895736878,103.41587895736878,55.77546836689069,55.77546836689069,55.77546836689069
16,70.71315502207612,70.71315502207612,70.71315502207612,94.29775806445599,94.29775806445599,94.29775806445599,197.28167310928126,197.28167310928126,197.28167310928126,106.80258164503546,106.80258164503546,106.80258164503546,62.50664715216739,62.50664715216739,62.50664715216739,142.1677712110486,142.1677712110486,142.1677712110486,69.22317798191018,69.22317798191018,69.22317798191018,80.03968034312543,80.03968034312543,80.03968034312543,151.41366684409678,151.41366684409678,151.41366684409678,60.32785160673907,60.32785160673907,60.32785160673907
17,75.3151768705225,75.3151768705225,75.3151768705225,108.29941770137569,108.29941770137569,108.29941770137569,201.7176557485379,201.7176557485379,201.7176557485379,98.67508766173017,98.67508766173017,98.67508766173017,68.90915892101647,68.90915892101647,68.90915892101647,166.12236391140655,166.12236391140655,166.12236391140655,66.40696110143557,66.40696110143557,66.40696110143557,85.81536214220989,85.81536214220989,85.81536214220989,152.1265225332553,152.1265225332553,152.1265225332553,65.55157772317408,65.55157772317408,65.55157772317408
18,85.72338478293335,85.72338478293335,85.72338478293335,86.52965350475,86.52965350475,86.52965350475,206.56675796891932,206.56675796891932,206.56675796891932,155.72337450134586,155.72337450134586,155.72337450134586,64.96037412050308,64.96037412050308,64.96037412050308,112.449059205513,112.449059205513,112.449059205513,65.43247965106491,65.43247965106491,65.43247965106491,85.58095298439545,85.58095298439545,85.58095298439545,139.19576501471124,139.19576501471124,139.19576501471124,66.50794406313214,66.50794406313214,66.50794406313214
19,101.22099357038736,101.22099357038736,101.22099357038736,115.85061031225149,115.85061031225149,115.85061031225149,183.86007814987732,183.86007814987732,183.86007814987732,131.16148026072156,131.16148026072156,131.16148026072156,71.23320637319478,71.23320637319478,71.23320637319478,139.20239113998593,139.20239113998593,139.20239113998593,69.63275971848884,69.63275971848884,69.63275971848884,92.34246305646857,92.34246305646857,92.34246305646857,133.0618274132932,133.0618274132932,133.0618274132932,72.03750109722156,72.03750109722156,72.03750109722156
20,108.0233181202731,108.0233181202731,108.0233181202731,92.36395335042567,92.36395335042567,92.36395335042567,148.8178249398773,148.8178249398773,148.8178249398773,144.02545650878048,144.02545650878048,144.02545650878048,69.70211348108917,69.70211348108917,69.70211348108917,119.20916327009833,119.20916327009833,119.20916327009833,65.38000777070846,65.38000777070846,65.38000777070846,118.10688980750257,118.10688980750257,118.10688980750257,140.33679112431184,140.33679112431184,140.33679112431184,64.98398010796333,64.98398010796333,64.98398010796333
21,87.00359967369516,87.00359967369516,87.00359967369516,105.57033743210715,105.57033743210715,105.57033743210715,150.25433564945047,150.25433564945047,150.25433564945047,99.33686178354262,99.33686178354262,99.33686178354262,69.76912233145919,69.76912233145919,69.76912233145919,125.67596513471702,125.67596513471702,125.67596513471702,69.49473174735293,69.49473174735293,69.49473174735293,81.4120615891467,81.4120615891467,81.4120615891467,122.98623884248984,122.98623884248984,122.98623884248984,63.46640959422933,63.46640959422933,63.46640959422933
22,77.9589022462145,77.9589022462145,77.9589022462145,93.06208868258236,93.06208868258236,93.06208868258236,189.06397503425066,189.06397503425066,189.06397503425066,118.72761551233023,118.72761551233023,118.72761551233023,69.04260267871233,69.04260267871233,69.04260267871233,171.82259473750628,171.82259473750628,171.82259473750628,71.59038386783642,71.59038386783642,71.59038386783642,97.66681755565203,97.66681755565203,97.66681755565203,114.10893879741299,114.10893879741299,114.10893879741299,74.02788657533647,74.02788657533647,74.02788657533647
23,83.45909339924069,83.45909339924069,83.45909339924069,116.86480727191497,116.86480727191497,116.86480727191497,158.83758171592544,158.83758171592544,158.83758171592544,105.7596756142857,105.7596756142857,105.7596756142857,68.91477640902556,68.91477640902556,68.91477640902556,158.96379769299622,158.96379769299622,158.96379769299622,69.2971546982143,69.2971546982143,69.2971546982143,104.56895152461662,104.56895152461662,104.56895152461662,131.8101798893741,131.8101798893741,131.8101798893741,78.52804335538596,78.52804335538596,78.52804335538596
24,72.7637639356365,72.7637639356365,72.7637639356365,99.88830384369413,99.88830384369413,99.88830384369413,152.91947136719818,152.91947136719818,152.91947136719818,140.21247186881567,140.21247186881567,140.21247186881567,73.52341445874521,73.52341445874521,73.52341445874521,113.46611177275065,113.46611177275065,113.46611177275065,68.19458892280846,68.19458892280846,68.19458892280846,100.74427270820428,100.74427270820428,100.74427270820428,123.18594321664375,123.18594321664375,123.18594321664375,69.06820339620025,69.06820339620025,69.06820339620025
25,85.90258996709278,85.90258996709278,85.90258996709278,92.5630259289189,92.5630259289189,92.5630259289189,173.29459579065022,173.29459579065022,173.29459579065022,142.77954640276064,142.77954640276064,142.77954640276064,67.92992872699814,67.92992872699814,67.92992872699814,126.8294945235581,126.8294945235581,126.8294945235581,76.51114791469033,76.51114791469033,76.51114791469033,101.82119890418764,101.82119890418764,101.82119890418764,106.127666164825,106.127666164825,106.127666164825,74.65195259500464,74.65195259500464,74.65195259500464
26,78.34247266834694,78.34247266834694,78.34247266834694,101.37448388187408,101.37448388187408,101.37448388187408,193.32796618240647,193.32796618240647,193.32796618240647,117.87792857910978,117.87792857910978,117.87792857910978,60.61362577961907,60.61362577961907,60.61362577961907,105.21407216752085,105.21407216752085,105.21407216752085,66.93640470002771,66.93640470002771,66.93640470002771,107.55052482466513,107.55052482466513,107.55052482466513,111.79258920200216,111.79258920200216,111.79258920200216,74.66755318556656,74.66755318556656,74.66755318556656
27,93.12524394795625,93.12524394795625,93.12524394795625,85.6837688867039,85.6837688867039,85.6837688867039,195.49886791982476,195.49886791982476,195.49886791982476,126.48424964965336,126.48424964965336,126.48424964965336,67.65039296008999,67.65039296008999,67.65039296008999,110.31713154732806,110.31713154732806,110.31713154732806,71.87932651802574,71.87932651802574,71.87932651802574,122.14164581778569,122.14164581778569,122.14164581778569,163.55839088448073,163.55839088448073,163.55839088448073,76.92507315707519,76.92507315707519,76.92507315707519
28,86.46441280994495,86.46441280994495,86.46441280994495,90.82332066563015,90.82332066563015,90.82332066563015,169.97485576816467,169.97485576816467,169.97485576816467,108.18078885391142,108.18078885391142,108.18078885391142,64.86411949463417,64.86411949463417,64.86411949463417,109.46907924621259,109.46907924621259,109.46907924621259,71.33858911010037,71.33858911010037,71.33858911010037,118.57442628328292,118.57442628328292,118.57442628328292,118.94317976792784,118.94317976792784,118.94317976792784,77.61169287084621,77.61169287084621,77.61169287084621
29,77.96782803753048,77.96782803753048,77.96782803753048,84.2308432067241,84.2308432067241,84.2308432067241,180.4373207990839,180.4373207990839,180.4373207990839,122.4010841333692,122.4010841333692,122.4010841333692,68.63025112671149,68.63025112671149,68.63025112671149,129.61751429440667,129.61751429440667,129.61751429440667,77.23620728428884,77.23620728428884,77.23620728428884,102.49521252173307,102.49521252173307,102.49521252173307,107.043354287847,107.043354287847,107.043354287847,70.16055307180282,70.16055307180282,70.16055307180282
30,78.71855632424666,78.71855632424666,78.71855632424666,76.14697561768247,76.14697561768247,76.14697561768247,195.10478918844007,195.10478918844007,195.10478918844007,115.16772964191634,115.16772964191634,115.16772964191634,69.72419306352239,69.72419306352239,69.72419306352239,156.9110678305525,156.9110678305525,156.9110678305525,65.97673004133617,65.97673004133617,65.97673004133617,101.6295003638954,101.6295003638954,101.6295003638954,126.85426486568684,126.85426486568684,126.85426486568684,83.97201219576705,83.97201219576705,83.97201219576705
31,86.50802599800036,86.50802599800036,86.50802599800036,90.2978497829655,90.2978497829655,90.2978497829655,189.05247969051084,189.05247969051084,189.05247969051084,106.94651290537817,106.94651290537817,106.94651290537817,70.27399868466202,70.27399868466202,70.27399868466202,117.86310959705943,117.86310959705943,117.86310959705943,67.71205791757399,67.71205791757399,67.71205791757399,115.01105795649511,115.01105795649511,115.01105795649511,114.00387108646389,114.00387108646389,114.00387108646389,87.75457200335599,87.75457200335599,87.75457200335599
32,97.1712241962407,97.1712241962407,97.1712241962407,76.70650195679377,76.70650195679377,76.70650195679377,212.82002777651968,212.82002777651968,212.82002777651968,113.03576104154841,113.03576104154841,113.03576104154841,64.60822549792438,64.60822549792438,64.60822549792438,134.5092005704193,134.5092005704193,134.5092005704193,74.22764929745134,74.22764929745134,74.22764929745134,83.5051062817875,83.5051062817875,83.5051062817875,126.50172267625952,126.50172267625952,126.50172267625952,76.90923963715015,76.90923963715015,76.90923963715015
33,99.41531683046604,99.41531683046604,99.41531683046604,80.89621152285766,80.89621152285766,80.89621152285766,165.28442122146754,165.28442122146754,165.28442122146754,110.92814686109732,110.92814686109732,110.92814686109732,60.51319933100917,60.51319933100917,60.51319933100917,124.07238584605841,124.07238584605841,124.07238584605841,76.57518715403425,76.57518715403425,76.57518715403425,88.87170244298756,88.87170244298756,88.87170244298756,131.82009836755793,131.82009836755793,131.82009836755793,77.1746316422333,77.1746316422333,77.1746316422333
34,107.4062693594883,107.4062693594883,107.4062693594883,108.07193600566985,108.07193600566985,108.07193600566985,133.0842858955588,133.0842858955588,133.0842858955588,102.7392163761354,102.7392163761354,102.7392163761354,66.28838332246859,66.28838332246859,66.28838332246859,132.64489683325945,132.64489683325945,132.64489683325945,76.31382538958836,76.31382538958836,76.31382538958836,100.47828560977709,100.47828560977709,100.47828560977709,144.45459588641444,144.45459588641444,144.45459588641444,78.01109565252301,78.01109565252301,78.01109565252301
35,114.82839542092125,114.82839542092125,114.82839542092125,96.95999301647295,96.95999301647295,96.95999301647295,165.97662781554743,165.97662781554743,165.97662781554743,124.00232750619843,124.00232750619843,124.00232750619843,71.06202256598996,71.06202256598996,71.06202256598996,119.83055316498982,119.83055316498982,119.83055316498982,70.9211607434704,70.9211607434704,70.9211607434704,104.14610814447701,104.14610814447701,104.14610814447701,117.02553699970173,117.02553699970173,117.02553699970173,95.31953610630543,95.31953610630543,95.31953610630543
36,102.53493806441878,102.53493806441878,102.53493806441878,102.00955363331933,102.00955363331933,102.00955363331933,138.1178076015085,138.1178076015085,138.1178076015085,111.42754134173992,111.42754134173992,111.42754134173992,67.65867389535892,67.65867389535892,67.65867389535892,134.26897871367743,134.26897871367743,134.26897871367743,77.28469777014368,77.28469777014368,77.28469777014368,100.45447602661392,100.45447602661392,100.45447602661392,114.94821088749869,114.94821088749869,114.94821088749869,98.48124899741622,98.48124899741622,98.48124899741622
37,104.73577831354709,104.73577831354709,104.73577831354709,98.12185702803204,98.12185702803204,98.12185702803204,131.86280218916542,131.86280218916542,131.86280218916542,108.88572396876054,108.88572396876054,108.88572396876054,73.67915150998583,73.67915150998583,73.67915150998583,129.14591154996052,129.14591154996052,129.14591154996052,75.1663690420332,75.1663690420332,75.1663690420332,106.53427471019315,106.53427471019315,106.53427471019315,114.22265252375121,114.22265252375121,114.22265252375121,83.21272615561772,83.21272615561772,83.21272615561772
38,106.55861587518606,106.55861587518606,106.55861587518606,81.41217853991219,81.41217853991219,81.41217853991219,131.88356413909378,131.88356413909378,131.88356413909378,117.9244619794073,117.9244619794073,117.9244619794073,65.53381741920924,65.53381741920924,65.53381741920924,157.58642726610796,157.58642726610796,157.58642726610796,87.58352002675012,87.58352002675012,87.58352002675012,109.98186258232846,109.98186258232846,109.98186258232846,124.20242195024657,124.20242195024657,124.20242195024657,87.77565505390987,87.77565505390987,87.77565505390987
39,110.18167584280877,110.18167584280877,110.18167584280877,83.70406015243903,83.70406015243903,83.70406015243903,110.55760424040889,110.55760424040889,110.55760424040889,107.30310976281436,107.30310976281436,107.30310976281436,67.06450739169271,67.06450739169271,67.06450739169271,142.87478849143068,142.87478849143068,142.87478849143068,75.47736460003314,75.47736460003314,75.47736460003314,103.57185538291502,103.57185538291502,103.57185538291502,124.67928593402632,124.67928593402632,124.67928593402632,85.44025285656237,85.44025285656237,85.44025285656237
40,95.79525992696146,95.79525992696146,95.79525992696146,117.96060931067774,117.96060931067774,117.96060931067774,123.00159107159331,123.00159107159331,123.00159107159331,104.62441543456222,104.62441543456222,104.62441543456222,67.23752007276867,67.23752007276867,67.23752007276867,126.43944855782729,126.43944855782729,126.43944855782729,68.71723823939342,68.71723823939342,68.71723823939342,95.93167923448647,95.93167923448647,95.93167923448647,108.83206468045651,108.83206468045651,108.83206468045651,78.0584053394432,78.0584053394432,78.0584053394432
41,102.88896505766485,102.88896505766485,102.88896505766485,77.92266782792129,77.92266782792129,77.92266782792129,111.15459095810519,111.15459095810519,111.15459095810519,116.38646535263408,116.38646535263408,116.38646535263408,63.54047744042268,63.54047744042268,63.54047744042268,135.2385297327764,135.2385297327764,135.2385297327764,66.58277831989341,66.58277831989341,66.58277831989341,120.57867564584978,120.57867564584978,120.57867564584978,141.05020301337242,141.05020301337242,141.05020301337242,88.71314919087183,88.71314919087183,88.71314919087183
42,98.52902469452167,98.52902469452167,98.52902469452167,112.56208048689825,112.56208048689825,112.56208048689825,120.34320974052429,120.34320974052429,120.34320974052429,123.53379071655434,123.53379071655434,123.53379071655434,75.1231602644522,75.1231602644522,75.1231602644522,112.09129990283748,112.09129990283748,112.09129990283748,75.79869792904296,75.79869792904296,75.79869792904296,112.7965763636762,112.7965763636762,112.7965763636762,116.22150431395085,116.22150431395085,116.22150431395085,75.77202980800477,75.77202980800477,75.77202980800477
43,81.87491799902807,81.87491799902807,81.87491799902807,90.36516319279735,90.36516319279735,90.36516319279735,138.13973882787832,138.13973882787832,138.13973882787832,128.9594921564127,128.9594921564127,128.9594921564127,67.17674384615461,67.17674384615461,67.17674384615461,129.958634619637,129.958634619637,129.958634619637,67.7780408616358,67.7780408616358,67.7780408616358,100.4963156832261,100.4963156832261,100.4963156832261,134.53966017026787,134.53966017026787,134.53966017026787,77.18542985917101,77.18542985917101,77.18542985917101
44,88.02661969959226,88.02661969959226,88.02661969959226,82.64101213955138,82.64101213955138,82.64101213955138,129.56503006308924,129.56503006308924,129.56503006308924,137.68512655220565,137.68512655220565,137.68512655220565,62.189876141043335,62.189876141043335,62.189876141043335,115.72721765149291,115.72721765149291,115.72721765149291,72.59843802677642,72.59843802677642,72.59843802677642,110.0847693141033,110.0847693141033,110.0847693141033,126.56494423831377,126.56494423831377,126.56494423831377,76.64064956317355,76.64064956317355,76.64064956317355
45,92.37963081338756,92.37963081338756,92.37963081338756,86.8423723015513,86.8423723015513,86.8423723015513,174.259736396677,174.259736396677,174.259736396677,122.05144778471126,122.05144778471126,122.05144778471126,66.02377891804466,66.02377891804466,66.02377891804466,134.73306077900727,134.73306077900727,134.73306077900727,85.25604414147332,85.25604414147332,85.25604414147332,121.19889257773306,121.19889257773306,121.19889257773306,144.12799110484133,144.12799110484133,144.12799110484133,70.88107808111684,70.88107808111684,70.88107808111684
46,89.95951100707555,89.95951100707555,89.95951100707555,93.15517481063563,93.15517481063563,93.15517481063563,149.3657769234919,149.3657769234919,149.3657769234919,151.7250841442549,151.7250841442549,151.7250841442549,64.2466334172303,64.2466334172303,64.2466334172303,133.97162591694638,133.97162591694638,133.97162591694638,69.782185943977,69.782185943977,69.782185943977,95.67114632814193,95.67114632814193,95.67114632814193,119.86699261670627,119.86699261670627,119.86699261670627,82.78071381073703,82.78071381073703,82.78071381073703
47,87.22663139335143,87.22663139335143,87.22663139335143,97.66091158974066,97.66091158974066,97.66091158974066,141.18510323555745,141.18510323555745,141.18510323555745,116.4013434449065,116.4013434449065,116.4013434449065,63.45086904585713,63.45086904585713,63.45086904585713,141.86592553802956,141.86592553802956,141.86592553802956,79.95418837164264,79.95418837164264,79.95418837164264,94.61165130612389,94.61165130612389,94.61165130612389,96.42063779547516,96.42063779547516,96.42063779547516,74.21998141438917,74.21998141438917,74.21998141438917
48,78.91086265206604,78.91086265206604,78.91086265206604,83.95647865204313,83.95647865204313,83.95647865204313,129.66043014258,129.66043014258,129.66043014258,118.61216564216434,118.61216564216434,118.61216564216434,63.680148705103264,63.680148705103264,63.680148705103264,136.27317300224854,136.27317300224854,136.27317300224854,78.98751048341711,78.98751048341711,78.98751048341711,101.07501556739406,101.07501556739406,101.07501556739406,101.1320030509124,101.1320030509124,101.1320030509124,77.85048166198843,77.85048166198843,77.85048166198843
49,88.89593773173475,88.89593773173475,88.89593773173475,88.36081663528549,88.36081663528549,88.36081663528549,131.49274660840996,131.49274660840996,131.49274660840996,109.5222185082724,109.5222185082724,109.5222185082724,61.98483568189286,61.98483568189286,61.98483568189286,130.9686155589768,130.9686155589768,130.9686155589768,82.57970917746329,82.57970917746329,82.57970917746329,103.51506666991388,103.51506666991388,103.51506666991388,103.44641629413721,103.44641629413721,103.44641629413721,76.47082249800586,76.47082249800586,76.47082249800586
