Step,hardy-spaceship-13 - FID Score,hardy-spaceship-13 - FID Score__MIN,hardy-spaceship-13 - FID Score__MAX,legendary-music-12 - FID Score,legendary-music-12 - FID Score__MIN,legendary-music-12 - FID Score__MAX,ancient-galaxy-11 - FID Score,ancient-galaxy-11 - FID Score__MIN,ancient-galaxy-11 - FID Score__MAX,fancy-energy-10 - FID Score,fancy-energy-10 - FID Score__MIN,fancy-energy-10 - FID Score__MAX,genial-feather-9 - FID Score,genial-feather-9 - FID Score__MIN,genial-feather-9 - FID Score__MAX,stellar-wildflower-8 - FID Score,stellar-wildflower-8 - FID Score__MIN,stellar-wildflower-8 - FID Score__MAX,polished-fire-7 - FID Score,polished-fire-7 - FID Score__MIN,polished-fire-7 - FID Score__MAX,deep-cherry-5 - FID Score,deep-cherry-5 - FID Score__MIN,deep-cherry-5 - FID Score__MAX,electric-snowflake-4 - FID Score,electric-snowflake-4 - FID Score__MIN,electric-snowflake-4 - FID Score__MAX,charmed-surf-3 - FID Score,charmed-surf-3 - FID Score__MIN,charmed-surf-3 - FID Score__MAX
10,440.36657181357594,440.36657181357594,440.36657181357594,403.7664660458748,403.7664660458748,403.7664660458748,42.24271525586535,42.24271525586535,42.24271525586535,79.42544969934198,79.42544969934198,79.42544969934198,25.770723324042777,25.770723324042777,25.770723324042777,30.79183493850394,30.79183493850394,30.79183493850394,34.08122073637058,34.08122073637058,34.08122073637058,39.34037570915352,39.34037570915352,39.34037570915352,39.014449153721095,39.014449153721095,39.014449153721095,30.921444514802523,30.921444514802523,30.921444514802523
11,439.10211001781005,439.10211001781005,439.10211001781005,40.4012405357433,40.4012405357433,40.4012405357433,140.68225366669563,140.68225366669563,140.68225366669563,159.32747591874727,159.32747591874727,159.32747591874727,26.232978845055044,26.232978845055044,26.232978845055044,26.313454334997317,26.313454334997317,26.313454334997317,37.682584022429644,37.682584022429644,37.682584022429644,449.31371216966807,449.31371216966807,449.31371216966807,39.217259971314746,39.217259971314746,39.217259971314746,29.765732300673896,29.765732300673896,29.765732300673896
12,34.67306730988915,34.67306730988915,34.67306730988915,28.313473958586634,28.313473958586634,28.313473958586634,205.576342322245,205.576342322245,205.576342322245,29.425369659921813,29.425369659921813,29.425369659921813,23.491273557706165,23.491273557706165,23.491273557706165,26.41127912420789,26.41127912420789,26.41127912420789,29.537774952671747,29.537774952671747,29.537774952671747,101.40440138067223,101.40440138067223,101.40440138067223,29.782156728085063,29.782156728085063,29.782156728085063,24.27762483827759,24.27762483827759,24.27762483827759
13,37.67330541699255,37.67330541699255,37.67330541699255,28.630604653628712,28.630604653628712,28.630604653628712,31.021296784668735,31.021296784668735,31.021296784668735,30.93361870839557,30.93361870839557,30.93361870839557,28.039637361916434,28.039637361916434,28.039637361916434,28.10531104826744,28.10531104826744,28.10531104826744,127.10788225976472,127.10788225976472,127.10788225976472,28.651748281477616,28.651748281477616,28.651748281477616,29.095573809043433,29.095573809043433,29.095573809043433,23.640660226882964,23.640660226882964,23.640660226882964
14,34.889242862924704,34.889242862924704,34.889242862924704,466.9026490308878,466.9026490308878,466.9026490308878,80.9352980721593,80.9352980721593,80.9352980721593,27.627398135884867,27.627398135884867,27.627398135884867,23.362783333142666,23.362783333142666,23.362783333142666,27.515182118880936,27.515182118880936,27.515182118880936,27.287224182468627,27.287224182468627,27.287224182468627,31.355611236785652,31.355611236785652,31.355611236785652,450.8296393349193,450.8296393349193,450.8296393349193,322.15268485537,322.15268485537,322.15268485537
15,33.54017052768045,33.54017052768045,33.54017052768045,29.814510841313872,29.814510841313872,29.814510841313872,31.46812591886333,31.46812591886333,31.46812591886333,128.23775815812488,128.23775815812488,128.23775815812488,24.28058632647598,24.28058632647598,24.28058632647598,27.89720125436257,27.89720125436257,27.89720125436257,207.84725980552662,207.84725980552662,207.84725980552662,458.92815838926714,458.92815838926714,458.92815838926714,26.452448882823944,26.452448882823944,26.452448882823944,24.437110616389436,24.437110616389436,24.437110616389436
16,28.888113127073105,28.888113127073105,28.888113127073105,25.36394606581667,25.36394606581667,25.36394606581667,28.617051461783376,28.617051461783376,28.617051461783376,163.59459598797588,163.59459598797588,163.59459598797588,25.30522677596301,25.30522677596301,25.30522677596301,28.313907737643326,28.313907737643326,28.313907737643326,22.463198583313087,22.463198583313087,22.463198583313087,31.700146236283537,31.700146236283537,31.700146236283537,24.02069108241908,24.02069108241908,24.02069108241908,212.94404094521605,212.94404094521605,212.94404094521605
17,28.939704214969062,28.939704214969062,28.939704214969062,25.559418155108993,25.559418155108993,25.559418155108993,26.986927204352202,26.986927204352202,26.986927204352202,23.64087164049032,23.64087164049032,23.64087164049032,23.2018873853236,23.2018873853236,23.2018873853236,24.942494213790845,24.942494213790845,24.942494213790845,22.613691873038896,22.613691873038896,22.613691873038896,30.36105051648497,30.36105051648497,30.36105051648497,24.139404741913474,24.139404741913474,24.139404741913474,23.567092864388727,23.567092864388727,23.567092864388727
18,31.96944851952941,31.96944851952941,31.96944851952941,27.750416580059742,27.750416580059742,27.750416580059742,53.85059179543519,53.85059179543519,53.85059179543519,23.465369487643546,23.465369487643546,23.465369487643546,27.525928638308617,27.525928638308617,27.525928638308617,455.08134764173514,455.08134764173514,455.08134764173514,45.88871198267894,45.88871198267894,45.88871198267894,30.852370855732097,30.852370855732097,30.852370855732097,29.497757666416174,29.497757666416174,29.497757666416174,24.96238935264214,24.96238935264214,24.96238935264214
19,27.829757035817877,27.829757035817877,27.829757035817877,24.74133218038623,24.74133218038623,24.74133218038623,27.83929800929929,27.83929800929929,27.83929800929929,25.000433241478156,25.000433241478156,25.000433241478156,25.966516267694548,25.966516267694548,25.966516267694548,431.6599254328675,431.6599254328675,431.6599254328675,36.03119790185115,36.03119790185115,36.03119790185115,78.86446447654268,78.86446447654268,78.86446447654268,26.636911481867998,26.636911481867998,26.636911481867998,25.420962053126264,25.420962053126264,25.420962053126264
20,222.00279736320024,222.00279736320024,222.00279736320024,25.88776844553655,25.88776844553655,25.88776844553655,27.57562847299123,27.57562847299123,27.57562847299123,247.63256040804302,247.63256040804302,247.63256040804302,24.60628065596427,24.60628065596427,24.60628065596427,24.383406310570273,24.383406310570273,24.383406310570273,24.670090650225184,24.670090650225184,24.670090650225184,26.42813319789516,26.42813319789516,26.42813319789516,24.227149558093156,24.227149558093156,24.227149558093156,24.916817507723714,24.916817507723714,24.916817507723714
21,31.677554003381278,31.677554003381278,31.677554003381278,170.38454645711445,170.38454645711445,170.38454645711445,23.953985954121446,23.953985954121446,23.953985954121446,22.133540315418166,22.133540315418166,22.133540315418166,217.50576257884984,217.50576257884984,217.50576257884984,23.22429558817987,23.22429558817987,23.22429558817987,24.901031988912884,24.901031988912884,24.901031988912884,113.52360408757013,113.52360408757013,113.52360408757013,24.027514144052553,24.027514144052553,24.027514144052553,25.61608081751651,25.61608081751651,25.61608081751651
22,27.87057162555846,27.87057162555846,27.87057162555846,25.895299498107843,25.895299498107843,25.895299498107843,26.022391393519918,26.022391393519918,26.022391393519918,22.178714854382505,22.178714854382505,22.178714854382505,24.08198016072143,24.08198016072143,24.08198016072143,23.265110923460416,23.265110923460416,23.265110923460416,463.59980038972606,463.59980038972606,463.59980038972606,25.601796625658903,25.601796625658903,25.601796625658903,25.503992305123695,25.503992305123695,25.503992305123695,24.213637450560988,24.213637450560988,24.213637450560988
23,22.97371869071273,22.97371869071273,22.97371869071273,22.550574026357125,22.550574026357125,22.550574026357125,24.072363785562835,24.072363785562835,24.072363785562835,22.163376851395324,22.163376851395324,22.163376851395324,22.156102355217588,22.156102355217588,22.156102355217588,24.22754683761459,24.22754683761459,24.22754683761459,397.86179583864396,397.86179583864396,397.86179583864396,198.68508891207543,198.68508891207543,198.68508891207543,157.93000833589292,157.93000833589292,157.93000833589292,23.396014892431882,23.396014892431882,23.396014892431882
24,254.4260586482415,254.4260586482415,254.4260586482415,23.9467166464201,23.9467166464201,23.9467166464201,25.481766900929813,25.481766900929813,25.481766900929813,21.55787151739309,21.55787151739309,21.55787151739309,356.33562790624944,356.33562790624944,356.33562790624944,25.75795498201942,25.75795498201942,25.75795498201942,21.137449484444378,21.137449484444378,21.137449484444378,434.36701478544944,434.36701478544944,434.36701478544944,432.7492614077158,432.7492614077158,432.7492614077158,24.968428501389425,24.968428501389425,24.968428501389425
25,30.415146538369505,30.415146538369505,30.415146538369505,24.804513771781686,24.804513771781686,24.804513771781686,25.35527309347278,25.35527309347278,25.35527309347278,23.38670319069211,23.38670319069211,23.38670319069211,234.43214977353435,234.43214977353435,234.43214977353435,22.049857373083654,22.049857373083654,22.049857373083654,22.281106290630827,22.281106290630827,22.281106290630827,25.064150959508346,25.064150959508346,25.064150959508346,24.161253328618052,24.161253328618052,24.161253328618052,23.832801781895885,23.832801781895885,23.832801781895885
26,183.92076973468147,183.92076973468147,183.92076973468147,24.06443246510746,24.06443246510746,24.06443246510746,25.613737882231618,25.613737882231618,25.613737882231618,21.400567029283533,21.400567029283533,21.400567029283533,23.588174153512732,23.588174153512732,23.588174153512732,22.90074271151848,22.90074271151848,22.90074271151848,48.80775120773605,48.80775120773605,48.80775120773605,27.09754700780239,27.09754700780239,27.09754700780239,25.60163363773656,25.60163363773656,25.60163363773656,26.826617783987047,26.826617783987047,26.826617783987047
27,464.27340055429903,464.27340055429903,464.27340055429903,22.95101621728857,22.95101621728857,22.95101621728857,25.017460466992702,25.017460466992702,25.017460466992702,394.307595307023,394.307595307023,394.307595307023,21.702955810023084,21.702955810023084,21.702955810023084,24.2648557425683,24.2648557425683,24.2648557425683,21.847907774830105,21.847907774830105,21.847907774830105,26.766012324077845,26.766012324077845,26.766012324077845,22.191464914664632,22.191464914664632,22.191464914664632,23.907637244378115,23.907637244378115,23.907637244378115
28,437.44697888049916,437.44697888049916,437.44697888049916,22.52874913253346,22.52874913253346,22.52874913253346,37.03888219227616,37.03888219227616,37.03888219227616,456.9776684170812,456.9776684170812,456.9776684170812,22.90087881829331,22.90087881829331,22.90087881829331,21.697933530526683,21.697933530526683,21.697933530526683,23.18432816723827,23.18432816723827,23.18432816723827,25.719333030678108,25.719333030678108,25.719333030678108,28.673193187015812,28.673193187015812,28.673193187015812,26.03088987187428,26.03088987187428,26.03088987187428
29,23.624897180354175,23.624897180354175,23.624897180354175,22.689196086211847,22.689196086211847,22.689196086211847,27.114374973909356,27.114374973909356,27.114374973909356,19.54051975696546,19.54051975696546,19.54051975696546,24.85190495086931,24.85190495086931,24.85190495086931,23.80612937895905,23.80612937895905,23.80612937895905,23.653914387062365,23.653914387062365,23.653914387062365,25.56851924661226,25.56851924661226,25.56851924661226,21.61516993645032,21.61516993645032,21.61516993645032,24.371700822716193,24.371700822716193,24.371700822716193
30,23.36755034439818,23.36755034439818,23.36755034439818,26.928031352948608,26.928031352948608,26.928031352948608,228.18202723208427,228.18202723208427,228.18202723208427,21.827569499316716,21.827569499316716,21.827569499316716,262.7826105840677,262.7826105840677,262.7826105840677,22.703523223231528,22.703523223231528,22.703523223231528,22.7697850179577,22.7697850179577,22.7697850179577,24.014708054514983,24.014708054514983,24.014708054514983,21.73332876207666,21.73332876207666,21.73332876207666,25.63165186005463,25.63165186005463,25.63165186005463
31,22.672436657240073,22.672436657240073,22.672436657240073,23.14989992747911,23.14989992747911,23.14989992747911,24.799765303781697,24.799765303781697,24.799765303781697,23.925607828030962,23.925607828030962,23.925607828030962,23.723251354392524,23.723251354392524,23.723251354392524,22.23383120718175,22.23383120718175,22.23383120718175,23.46822850022734,23.46822850022734,23.46822850022734,23.420773873199835,23.420773873199835,23.420773873199835,24.544889698558578,24.544889698558578,24.544889698558578,85.7985675049418,85.7985675049418,85.7985675049418
32,21.141636927073485,21.141636927073485,21.141636927073485,23.886815520874034,23.886815520874034,23.886815520874034,26.452938040468833,26.452938040468833,26.452938040468833,21.476135701811288,21.476135701811288,21.476135701811288,22.327705572848423,22.327705572848423,22.327705572848423,22.78869363575226,22.78869363575226,22.78869363575226,21.17115039605542,21.17115039605542,21.17115039605542,22.977954326222118,22.977954326222118,22.977954326222118,23.579578190331446,23.579578190331446,23.579578190331446,458.01659905465203,458.01659905465203,458.01659905465203
33,21.409627046775906,21.409627046775906,21.409627046775906,28.923103600939562,28.923103600939562,28.923103600939562,26.33578782356132,26.33578782356132,26.33578782356132,499.4147465679824,499.4147465679824,499.4147465679824,20.685573620013354,20.685573620013354,20.685573620013354,23.018382372799095,23.018382372799095,23.018382372799095,421.70071316375925,421.70071316375925,421.70071316375925,22.034631053515348,22.034631053515348,22.034631053515348,367.73790426551136,367.73790426551136,367.73790426551136,445.82125213937434,445.82125213937434,445.82125213937434
34,24.803750175974216,24.803750175974216,24.803750175974216,22.386856526424424,22.386856526424424,22.386856526424424,28.18819910030324,28.18819910030324,28.18819910030324,494.25089708111693,494.25089708111693,494.25089708111693,22.852657401772774,22.852657401772774,22.852657401772774,23.290005187311912,23.290005187311912,23.290005187311912,384.5315543029734,384.5315543029734,384.5315543029734,25.040986011345694,25.040986011345694,25.040986011345694,65.21840602545612,65.21840602545612,65.21840602545612,24.612392328988257,24.612392328988257,24.612392328988257
35,22.74623868901408,22.74623868901408,22.74623868901408,21.56006502533908,21.56006502533908,21.56006502533908,25.334326705813158,25.334326705813158,25.334326705813158,452.72267211489503,452.72267211489503,452.72267211489503,24.55154068240063,24.55154068240063,24.55154068240063,22.911154108447402,22.911154108447402,22.911154108447402,21.750120210284216,21.750120210284216,21.750120210284216,25.163448475010902,25.163448475010902,25.163448475010902,22.176729812956985,22.176729812956985,22.176729812956985,26.539221582178456,26.539221582178456,26.539221582178456
36,384.58715674819905,384.58715674819905,384.58715674819905,22.466504520677105,22.466504520677105,22.466504520677105,22.771067846485018,22.771067846485018,22.771067846485018,20.264464731854392,20.264464731854392,20.264464731854392,23.426927796252173,23.426927796252173,23.426927796252173,21.750128791461304,21.750128791461304,21.750128791461304,23.003362707567447,23.003362707567447,23.003362707567447,22.537098969537926,22.537098969537926,22.537098969537926,20.563521839113413,20.563521839113413,20.563521839113413,26.010434303810328,26.010434303810328,26.010434303810328
37,410.5459652222222,410.5459652222222,410.5459652222222,22.889879339776815,22.889879339776815,22.889879339776815,27.486598429319095,27.486598429319095,27.486598429319095,20.580767011659823,20.580767011659823,20.580767011659823,21.85601486698964,21.85601486698964,21.85601486698964,254.04167330497958,254.04167330497958,254.04167330497958,22.25556099233392,22.25556099233392,22.25556099233392,24.143586438510628,24.143586438510628,24.143586438510628,22.5698672334465,22.5698672334465,22.5698672334465,23.421858001833165,23.421858001833165,23.421858001833165
38,22.90646871494649,22.90646871494649,22.90646871494649,21.428944620086483,21.428944620086483,21.428944620086483,23.733580236128862,23.733580236128862,23.733580236128862,21.360271744359096,21.360271744359096,21.360271744359096,20.841818878835923,20.841818878835923,20.841818878835923,24.65145941305914,24.65145941305914,24.65145941305914,21.200398803270456,21.200398803270456,21.200398803270456,22.776498741666746,22.776498741666746,22.776498741666746,22.919010179740248,22.919010179740248,22.919010179740248,26.144219629241658,26.144219629241658,26.144219629241658
39,23.940010804142055,23.940010804142055,23.940010804142055,21.86788403662754,21.86788403662754,21.86788403662754,24.54498107023503,24.54498107023503,24.54498107023503,21.980299413167728,21.980299413167728,21.980299413167728,22.641822099588808,22.641822099588808,22.641822099588808,24.731242082199937,24.731242082199937,24.731242082199937,453.9865516518523,453.9865516518523,453.9865516518523,23.642013067076782,23.642013067076782,23.642013067076782,21.572015619115255,21.572015619115255,21.572015619115255,22.557354688544315,22.557354688544315,22.557354688544315
40,21.45759197498286,21.45759197498286,21.45759197498286,21.317810317525144,21.317810317525144,21.317810317525144,25.414439459235584,25.414439459235584,25.414439459235584,20.218540014540302,20.218540014540302,20.218540014540302,20.60993785555859,20.60993785555859,20.60993785555859,20.74373178380271,20.74373178380271,20.74373178380271,328.52509281310626,328.52509281310626,328.52509281310626,23.063508588665172,23.063508588665172,23.063508588665172,21.409331033264444,21.409331033264444,21.409331033264444,21.441311087443257,21.441311087443257,21.441311087443257
41,22.597550917882486,22.597550917882486,22.597550917882486,23.54256103835597,23.54256103835597,23.54256103835597,25.271872286538443,25.271872286538443,25.271872286538443,20.955326903312503,20.955326903312503,20.955326903312503,19.982889094789527,19.982889094789527,19.982889094789527,20.57955621158483,20.57955621158483,20.57955621158483,19.826169260049735,19.826169260049735,19.826169260049735,24.772076604572877,24.772076604572877,24.772076604572877,23.38581518426725,23.38581518426725,23.38581518426725,24.40842919418612,24.40842919418612,24.40842919418612
42,21.72584912780298,21.72584912780298,21.72584912780298,24.401841447835203,24.401841447835203,24.401841447835203,25.329642810906392,25.329642810906392,25.329642810906392,22.750514087041857,22.750514087041857,22.750514087041857,23.047384339220635,23.047384339220635,23.047384339220635,24.831361318601658,24.831361318601658,24.831361318601658,21.76597046809681,21.76597046809681,21.76597046809681,22.798669843107877,22.798669843107877,22.798669843107877,21.274683386949626,21.274683386949626,21.274683386949626,23.376663951160957,23.376663951160957,23.376663951160957
43,21.080560988836098,21.080560988836098,21.080560988836098,22.220192877968284,22.220192877968284,22.220192877968284,25.30589924069072,25.30589924069072,25.30589924069072,22.78812279681935,22.78812279681935,22.78812279681935,23.304321828683978,23.304321828683978,23.304321828683978,22.833122579797756,22.833122579797756,22.833122579797756,208.97162097895455,208.97162097895455,208.97162097895455,22.952115291248177,22.952115291248177,22.952115291248177,22.722254587309667,22.722254587309667,22.722254587309667,21.625267127474494,21.625267127474494,21.625267127474494
44,21.228899325115112,21.228899325115112,21.228899325115112,20.33143777708539,20.33143777708539,20.33143777708539,24.0023519540045,24.0023519540045,24.0023519540045,21.686715062817214,21.686715062817214,21.686715062817214,20.59125850332981,20.59125850332981,20.59125850332981,22.350904373051222,22.350904373051222,22.350904373051222,22.832469727036823,22.832469727036823,22.832469727036823,20.032338901433633,20.032338901433633,20.032338901433633,22.18843371690237,22.18843371690237,22.18843371690237,20.812430338928994,20.812430338928994,20.812430338928994
45,18.557274279997486,18.557274279997486,18.557274279997486,23.489528211830198,23.489528211830198,23.489528211830198,24.95243624174877,24.95243624174877,24.95243624174877,20.58633796954372,20.58633796954372,20.58633796954372,24.35765740507586,24.35765740507586,24.35765740507586,20.19784017988385,20.19784017988385,20.19784017988385,20.577004695599655,20.577004695599655,20.577004695599655,21.342517009389518,21.342517009389518,21.342517009389518,19.932449687687665,19.932449687687665,19.932449687687665,25.03742817719786,25.03742817719786,25.03742817719786
46,23.008042248530664,23.008042248530664,23.008042248530664,23.160379533596014,23.160379533596014,23.160379533596014,25.977610491319147,25.977610491319147,25.977610491319147,22.468512080963954,22.468512080963954,22.468512080963954,22.386090461392904,22.386090461392904,22.386090461392904,21.579246147220502,21.579246147220502,21.579246147220502,21.00951207299235,21.00951207299235,21.00951207299235,23.905672995439936,23.905672995439936,23.905672995439936,23.377661086898502,23.377661086898502,23.377661086898502,23.492476509064133,23.492476509064133,23.492476509064133
47,21.073288404359594,21.073288404359594,21.073288404359594,53.1892553878049,53.1892553878049,53.1892553878049,24.009360938934343,24.009360938934343,24.009360938934343,22.962735714495054,22.962735714495054,22.962735714495054,22.314312324321264,22.314312324321264,22.314312324321264,20.79638659360051,20.79638659360051,20.79638659360051,21.612357095043688,21.612357095043688,21.612357095043688,22.23169260236248,22.23169260236248,22.23169260236248,23.3877527694902,23.3877527694902,23.3877527694902,25.628346093450574,25.628346093450574,25.628346093450574
48,21.876781076955844,21.876781076955844,21.876781076955844,21.429966691051323,21.429966691051323,21.429966691051323,27.834553323000044,27.834553323000044,27.834553323000044,20.07729878495366,20.07729878495366,20.07729878495366,22.97928064548995,22.97928064548995,22.97928064548995,24.888131638293046,24.888131638293046,24.888131638293046,21.726933567287368,21.726933567287368,21.726933567287368,23.493059219300797,23.493059219300797,23.493059219300797,22.196556820619236,22.196556820619236,22.196556820619236,22.725529320064535,22.725529320064535,22.725529320064535
49,51.654340974899405,51.654340974899405,51.654340974899405,21.73028419924907,21.73028419924907,21.73028419924907,100.28265033977095,100.28265033977095,100.28265033977095,21.565406322703883,21.565406322703883,21.565406322703883,21.47299649033469,21.47299649033469,21.47299649033469,23.34583606240346,23.34583606240346,23.34583606240346,21.615588415739758,21.615588415739758,21.615588415739758,21.76646150717527,21.76646150717527,21.76646150717527,21.08255484022429,21.08255484022429,21.08255484022429,23.91332696405251,23.91332696405251,23.91332696405251
