2022-11-15 23:09:43,602 INFO    Thread-115:7832 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\mabun\OneDrive\Dokumenter\DTU\10.Semester\Deep_learning\DeepLearningGANProject\wandb\run-20221115_230935-1yjhz1ka\files\wandb-metadata.json
2022-11-15 23:09:43,602 INFO    Thread-115:7832 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\mabun\OneDrive\Dokumenter\DTU\10.Semester\Deep_learning\DeepLearningGANProject\wandb\run-20221115_230935-1yjhz1ka\files\requirements.txt
2022-11-15 23:09:43,602 INFO    Thread-115:7832 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\mabun\OneDrive\Dokumenter\DTU\10.Semester\Deep_learning\DeepLearningGANProject\wandb\run-20221115_230935-1yjhz1ka\files\wandb-summary.json
2022-11-15 23:09:57,939 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:09:57,941 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:10:12,799 INFO    Thread-115:7832 [dir_watcher.py:_on_file_modified():292] file/dir modified: C:\Users\mabun\OneDrive\Dokumenter\DTU\10.Semester\Deep_learning\DeepLearningGANProject\wandb\run-20221115_230935-1yjhz1ka\files\config.yaml
2022-11-15 23:10:13,166 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:10:13,166 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:10:28,370 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:10:28,370 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:10:43,595 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:10:43,595 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:10:58,827 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:10:58,827 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:11:14,057 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:11:14,058 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:11:29,280 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:11:29,280 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:11:44,496 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:11:44,496 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:11:59,715 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:11:59,715 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:12:14,933 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:12:14,933 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:12:30,448 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:12:30,448 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:12:45,657 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:12:45,657 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:13:01,492 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:13:01,492 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:13:16,696 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:13:16,696 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:13:31,917 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:13:31,918 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:13:47,121 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:13:47,121 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:14:02,319 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:14:02,320 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:14:17,525 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:14:17,526 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:14:32,756 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:14:32,757 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:14:47,966 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:14:47,967 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:15:03,164 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:15:03,164 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:15:18,390 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:15:18,391 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:15:33,617 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:15:33,617 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:15:48,835 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:15:48,835 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:16:04,063 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:16:04,063 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:16:19,289 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:16:19,289 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:16:34,524 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:16:34,525 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:16:49,754 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:16:49,754 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
2022-11-15 23:17:04,965 DEBUG   HandlerThread:7832 [handler.py:handle_request():139] handle_request: stop_status
2022-11-15 23:17:04,966 DEBUG   SenderThread:7832 [sender.py:send_request():317] send_request: stop_status
